Date,Commodity,Wholesale,Retail,Landing
10/10/2023,Kamote,28.00,30.00,15.00
10/10/2023,Karlang,18.00,20.00,13.00
10/10/2023,Cassava,18.00,20.00,10.00
10/9/2023,Gabi (bisol),25.00,35.00,30.00
10/9/2023,Kamote,20.00,30.00,25.00
10/9/2023,Karlang,20.00,30.00,15.00
10/9/2023,Cassava,12.00,15.00,20.00
10/8/2023,Gabi (bisol),28.00,35.00,21.00
10/8/2023,Kamote,28.00,30.00,15.00
10/8/2023,Karlang,18.00,20.00,13.00
10/8/2023,Cassava,18.00,20.00,18.00
10/7/2023,Gabi (bisol),25.00,35.00,21.00
10/7/2023,Kamote,28.00,30.00,15.00
10/7/2023,Karlang,18.00,20.00,13.00
10/7/2023,Cassava,18.00,20.00,15.00
10/6/2023,Gabi (bisol),28.00,35.00,25.00
10/6/2023,Kamote,28.00,30.00,17.00
10/6/2023,Karlang,18.00,20.00,13.00
10/6/2023,Cassava,18.00,20.00,12.00
10/5/2023,Gabi (bisol),24.00,35.00,21.00
10/5/2023,Kamote,20.00,30.00,18.00
10/5/2023,Karlang,20.00,30.00,13.00
10/5/2023,Cassava,12.00,15.00,18.00
10/4/2023,Gabi (bisol),25.00,50.00,21.00
10/4/2023,Kamote,28.00,30.00,15.00
10/4/2023,Karlang,18.00,20.00,13.00
10/4/2023,Cassava,18.00,20.00,18.00
10/3/2023,Gabi (bisol),30.00,35.00,20.00
10/3/2023,Kamote,20.00,30.00,15.00
10/3/2023,Karlang,20.00,25.00,13.00
10/3/2023,Cassava,20.00,25.00,18.00
